RecordNumber,MediaURN,Title,Publisher,StartDate,StartTime,EndTime,Description,MediaType,CallNumber
575,573,"Political Capital with Al Hunt","Bloomberg",12/06/2010,10:00:00,10:27:00,"A political show with a financial edge, featuring international news and a weekly wrap-up, as well as interviews with key political leaders. [AW]",Video,BNT000000575,,,,
618,616,"Bloomberg Rewind","Bloomberg",15/06/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000000618
859,857,"Start Up with Maryam Nemazee","Bloomberg",13/07/2010,06:00:00,07:00:00,"Join Maryam Nemazee for the fastest coverage of developing stories and business build-up to the opening of the bond markets in Europe.",Video,BNT000000859
860,858,"Start Up with Maryam Nemazee","Bloomberg",13/07/2010,06:00:00,10:00:00,"Join Maryam Nemazee for the fastest coverage of developing stories and business build-up to the opening of the bond markets in Europe.",Video,BNT000000860
861,859,"Start Up with Maryam Nemazee","Bloomberg",13/07/2010,06:00:00,06:02:00,"Join Maryam Nemazee for the fastest coverage of developing stories and business build-up to the opening of the bond markets in Europe.",Video,BNT000000861
862,860,"Start Up with Maryam Nemazee","Bloomberg",13/07/2010,06:00:00,06:57:00,"Join Maryam Nemazee for the fastest coverage of developing stories and business build-up to the opening of the bond markets in Europe.",Video,BNT000000862
864,862,"Start Up with Maryam Nemazee","Bloomberg",13/07/2010,06:29:00,08:56:00,"Join Maryam Nemazee for the fastest coverage of developing stories and business build-up to the opening of the bond markets in Europe.",Video,BNT000000864
1099,1097,"Bloomberg Rewind","Bloomberg",01/08/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000001099
1118,1116,"Bloomberg Rewind","Bloomberg",02/08/2010,23:00:00,23:57:00,"Bloomberg Rewind with Matt Miller. [AW]",Video,BNT000001118
1141,1139,"Bloomberg Rewind","Bloomberg",03/08/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000001141
1162,1160,"Bloomberg Rewind","Bloomberg",04/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. With Matt Miller. [AW]",Video,BNT000001162
1187,1185,"Bloomberg Rewind","Bloomberg",05/08/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001187
1206,1204,"Bloomberg Rewind","Bloomberg",06/08/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001206
1225,1223,"Bloomberg Rewind","Bloomberg",07/08/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001225
1240,1238,"Bloomberg Rewind","Bloomberg",08/08/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001240
1258,1256,"Bloomberg Rewind","Bloomberg",09/08/2010,22:59:00,23:59:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001258
1286,1284,"Bloomberg Rewind","Bloomberg",10/08/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001286
1307,1305,"Bloomberg Rewind","Bloomberg",11/08/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001307
1337,1335,"Bloomberg Rewind","Bloomberg",12/08/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001337
1357,1355,"Bloomberg Rewind","Bloomberg",13/08/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [NR]",Video,BNT000001357
1424,1422,"Bloomberg Rewind","Bloomberg",16/08/2010,22:59:00,23:57:00,"Bloomberg Rewind [AW]",Video,BNT000001424
1445,1443,"Bloomberg Rewind","Bloomberg",17/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001445
1465,1463,"Bloomberg Rewind","Bloomberg",18/08/2010,22:59:00,23:58:00,"Bllomberg Rewind [AW]",Video,BNT000001465
1483,1481,"Bloomberg Rewind","Bloomberg",19/08/2010,22:59:00,23:57:00,"Retired United States Coast Guard Admiral Thad Allen on the oil cleanup in the Gulf. [AW]",Video,BNT000001483
1503,1501,"Bloomberg Rewind","Bloomberg",20/08/2010,22:59:00,23:57:00,"Bloomberg Rewind [AW]",Video,BNT000001503
1522,1520,"Charlie Rose","Bloomberg",20/08/2010,22:00:00,22:53:00,"Brian Williams of NBC Nightly News revisits the devastation of Hurricane Katrina and discusses the state of New Orleans, five years later. [AW]",Video,BNT000001522,,,,,
1541,1539,"Charlie Rose","Bloomberg",22/08/2010,22:03:00,22:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000001541"
1556,1554,"Bloomberg Rewind","Bloomberg",22/08/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000001556
1557,1555,"Bloomberg Rewind","Bloomberg",23/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001557
1618,1617,"Bloomberg Rewind","Bloomberg",24/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001618
1637,1636,"Bloomberg Rewind","Bloomberg",25/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001637
1642,1641,"Bloomberg Rewind","Bloomberg",26/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001642
1677,1676,"Bloomberg Rewind","Bloomberg",27/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001677
1696,1695,"Charlie Rose","Bloomberg",28/08/2010,03:02:00,03:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000001696"
1712,1711,"Charlie Rose","Bloomberg",29/08/2010,22:03:00,22:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000001712"
1727,1726,"Bloomberg Rewind","Bloomberg",30/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001727
1749,1748,"Bloomberg Rewind","Bloomberg",31/08/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001749
1798,1797,"Bloomberg Rewind","Bloomberg",01/09/2010,22:59:00,23:57:00,"Bloomberg Rewind...[AW]",Video,BNT000001798
1820,1819,"Bloomberg Rewind","Bloomberg",02/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001820
1840,1839,"Bloomberg Rewind","Bloomberg",03/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001840
1858,1857,"Charlie Rose","Bloomberg",04/09/2010,22:01:00,22:53:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000001858"
1874,1873,"Charlie Rose","Bloomberg",05/09/2010,07:00:00,07:54:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000001874"
1927,1935,"Bloomberg Rewind","Bloomberg",07/09/2010,23:00:00,23:57:00,"A summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000001927
1951,1959,"Bloomberg Rewind","Bloomberg",08/09/2010,23:00:00,23:57:00,"A summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000001951
1971,1979,"Bloomberg Rewind","Bloomberg",09/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000001971
2031,2039,"Charlie Rose","Bloomberg",11/09/2010,22:03:00,22:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. Special Edition with Tony Blair. [AW]",Video,BNT000002031"
2102,2110,"Bloomberg Rewind","Bloomberg",13/09/2010,22:59:00,23:57:00,"Bloomberg Rewind with Matt Miller. [AW]",Video,BNT000002102
2121,2129,"Bloomberg Rewind","Bloomberg",14/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002121
2147,2155,"Bloomberg Rewind","Bloomberg",15/09/2010,22:59:00,23:57:00,"Bloomberg Rewind with Matt Miller. [AW]",Video,BNT000002147
2298,2306,"Bloomberg Rewind","Bloomberg",16/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002298
2197,2205,"Bloomberg Rewind","Bloomberg",17/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002197
2219,2227,"Charlie Rose","Bloomberg",18/09/2010,22:03:00,22:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000002219"
2277,2285,"Bloomberg Rewind","Bloomberg",20/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002277
2301,2309,"Bloomberg Rewind","Bloomberg",21/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002301
2320,2328,"Bloomberg Rewind","Bloomberg",21/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002320
2350,2358,"Bloomberg Rewind","Bloomberg",22/09/2010,22:57:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002350
2475,2483,"Bloomberg Rewind","Bloomberg",27/09/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002475
2496,2504,"Bloomberg Rewind","Bloomberg",29/09/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002496
2519,2527,"Bloomberg Rewind","Bloomberg",30/09/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002519
2544,2552,"Bloomberg Rewind","Bloomberg",01/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002544
2565,2573,"Charlie Rose","Bloomberg",02/10/2010,22:03:00,22:56:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000002565"
2602,2610,"Bloomberg Rewind","Bloomberg",04/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002602
2622,2630,"Bloomberg Rewind","Bloomberg",05/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002622
2650,2658,"Bloomberg Rewind","Bloomberg",06/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002650
2685,2693,"Bloomberg Rewind","Bloomberg",06/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002685
2697,2705,"Bloomberg Rewind","Bloomberg",07/10/2010,22:59:00,00:00:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002697
2717,2725,"Bloomberg Rewind","Bloomberg",08/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002717
2718,2726,"Charlie Rose","Bloomberg",08/10/2010,22:00:00,22:53:00,"Mark Thompson, Director-General and Editor-In-Chief of the BBC on the history and future of the UK-based public broadcaster. [AW]",Video,BNT000002718,,,,,
2739,2747,"Charlie Rose","Bloomberg",09/10/2010,06:03:00,06:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. Featuring Bob Woodward. [AW]",Video,BNT000002739"
2767,2775,"Bloomberg Rewind","Bloomberg",12/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day.",Video,BNT000002767
2768,2776,"Bloomberg Rewind","Bloomberg",13/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002768
2837,2845,"Charlie Rose","Bloomberg",13/10/2010,22:00:00,22:57:00,"Tonight the 75th and current U.S. Secretary of the Treasury, Timothy Geithner discusses the politics of economic recovery and the global economy. [AW]",Video,BNT000002837,,,,,
2793,2801,"Bloomberg Rewind","Bloomberg",14/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002793
2817,2825,"Bloomberg Rewind","Bloomberg",15/10/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002817
2838,2846,"Charlie Rose","Bloomberg",16/10/2010,21:03:00,21:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000002838"
2855,2863,"Bloomberg Rewind","Bloomberg",17/10/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000002855
2870,2878,"Bloomberg Rewind","Bloomberg",18/10/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002870
2974,2982,"Bloomberg Rewind","Bloomberg",19/10/2010,22:59:00,23:57:00,"Bloomberg Rewind. [AW]",Video,BNT000002974
3000,3008,"Bloomberg Rewind","Bloomberg",20/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000003000
3030,3038,"Bloomberg Rewind","Bloomberg",21/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000003030
3031,3039,"Charlie Rose","Bloomberg",21/10/2010,22:00:00,22:52:00,"An hour-long discussion with Speaker of the House Nancy Pelosi about midterm elections, the U.S. economy, President Obama's leadership and more. [AW]",Video,BNT000003031,,,,
3053,3061,"Bloomberg Rewind","Bloomberg",22/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000003053
3101,3109,"Bloomberg Rewind","Bloomberg",25/10/2010,23:00:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day.[AW]",Video,BNT000003101
3110,3118,"Bloomberg Rewind","Bloomberg",26/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000003110
3178,3186,"Bloomberg Rewind","Bloomberg",29/10/2010,22:59:00,23:57:00,"Matt Miller hosts a summary of Bloomberg Television's top interviews and news stories of the day. [AW]",Video,BNT000003178
3200,3208,"Charlie Rose","Bloomberg",30/10/2010,22:03:00,22:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000003200"
3221,3229,"Charlie Rose","Bloomberg",31/10/2010,21:03:00,21:55:00,"Charlie Rose engages the world's best thinkers, writers, politicians, athletes, entertainers, business leaders, scientists and other newsmakers in one-on-one interviews and roundtable discussions. [AW]",Video,BNT000003221"
3405,3413,"Charlie Rose","Bloomberg",05/11/2010,22:00:00,22:52:00,"Journalists Mark Halperin and John Heilemann review the midterm election results and Italian singer Vittorio Grigolo discusses his latest recording, The Italian Tenor. [AW]",Video,BNT000003405,,,,,
3285,3293,"Charlie Rose","Bloomberg",06/11/2010,21:00:00,21:55:00,"Acclaimed interviewer and broadcast journalist Charlie Rose engages the world's best thinkers, writers, politicians, business leaders and other newsmakers in one-on-one interviews. [AW]",Video,BNT000003285,,,
3300,3308,"Charlie Rose","Bloomberg",07/11/2010,21:03:00,21:55:00,"Acclaimed interviewer and broadcast journalist Charlie Rose engages the world's best thinkers, writers, politicians, business leaders and other newsmakers in one-on-one interviews. [AW]",Video,BNT000003300,,,
3459,3467,"Bloomberg Rewind","Bloomberg",12/11/2010,22:57:00,23:56:00,"Bloomberg Rewind. [AW]",Video,BNT000003459
3476,3484,"Charlie Rose","Bloomberg",13/11/2010,23:03:00,23:55:00,"Acclaimed interviewer and broadcast journalist Charlie Rose engages the world's best thinkers, writers, politicians, business leaders and other newsmakers in one-on-one interviews. [AW]",Video,BNT000003476,,,
3634,3644,"Charlie Rose","Bloomberg",20/11/2010,18:03:00,18:55:00,"Acclaimed interviewer and broadcast journalist Charlie Rose engages the world's best thinkers, writers, politicians, business leaders and other newsmakers in one-on-one interviews. [AW]",Video,BNT000003634,,,
3764,3774,"Charlie Rose","Bloomberg",27/11/2010,20:03:00,20:55:00,"David Sanger of the New York Times examines the tensions in the Korean peninsula and how the White House is approaching the situation. Also appearing, Steve Martin and VS Naipaul. [AW]",Video,BNT000003764,,,,,
3852,3862,"The Pulse with Andrea Catherwood","Bloomberg",01/12/2010,09:00:00,09:59:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000003852
3896,3906,"The Pulse with Andrea Catherwood","Bloomberg",02/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000003896
3920,3930,"The Pulse with Andrea Catherwood","Bloomberg",03/12/2010,09:00:00,09:56:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000003920
3940,3950,"Intelligence Squared Debate","Bloomberg",04/12/2010,21:00:00,21:57:00,"US Airports Should Use Racial and Religious Profiling: Panellists include former Homeland Security chief, Michael Chertoff, and former Pakistani government official, Hassan Abbas. [AW]",Video,BNT000003940,,,
3972,3982,"The Pulse with Andrea Catherwood","Bloomberg",06/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000003972
4007,4017,"Charlie Rose","Bloomberg",08/12/2010,22:00:00,22:52:00,"A discussion on the proposed tax cut accord between President Obama and Republicans. Also, film-maker Florian Henckel Von Donnersmarck on his latest movie, The Tourist. [AW]",Video,BNT000004007,,,,
4024,4034,"The Pulse with Andrea Catherwood","Bloomberg",09/12/2010,09:00:00,09:56:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000004024
4047,4057,"The Pulse with Andrea Catherwood","Bloomberg",10/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000004047
4066,4076,"Charlie Rose","Bloomberg",11/12/2010,18:03:00,18:55:00,"Acclaimed interviewer and broadcast journalist Charlie Rose engages the world's best thinkers, writers, politicians, business leaders and other newsmakers in one-on-one interviews. [AW]",Video,BNT000004066,,,
4083,4093,"Charlie Rose","Bloomberg",12/12/2010,20:03:00,20:55:00,"Acclaimed interviewer and broadcast journalist Charlie Rose engages the world's best thinkers, writers, politicians, business leaders and other newsmakers in one-on-one interviews. [AW]",Video,BNT000004083,,,
4099,4109,"The Pulse with Andrea Catherwood","Bloomberg",13/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000004099
4124,4134,"The Pulse with Andrea Catherwood","Bloomberg",14/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000004124
4125,4135,"The Pulse with Andrea Catherwood","Bloomberg",14/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000004125
4148,4158,"The Pulse with Andrea Catherwood","Bloomberg",15/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [AW]",Video,BNT000004148
4166,4176,"The Pulse with Andrea Catherwood","Bloomberg",16/12/2010,09:00:00,09:57:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [LMcK]",Video,BNT000004166
4187,4197,"The Pulse with Andrea Catherwood","Bloomberg",17/12/2010,09:00:00,09:59:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [LMcK]",Video,BNT000004187
4224,4234,"Charlie Rose","Bloomberg",18/12/2010,03:00:00,03:59:00,"Charlie Rose. [LMcK]",Video,BNT000004224
4249,4259,"The Pulse with Andrea Catherwood","Bloomberg",21/12/2010,09:00:00,09:59:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [LMcK]",Video,BNT000004249
4269,4279,"The Pulse with Andrea Catherwood","Bloomberg",22/12/2010,09:00:00,09:59:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [LMcK]",Video,BNT000004269
4289,4299,"The Pulse with Andrea Catherwood","Bloomberg",23/12/2010,09:00:00,09:59:00,"Andrea Catherwood interviews key business figures and presents analysis on the stories that move the markets around the world. [LMcK]",Video,BNT000004289
4309,4319,"BP: After the Spill","Bloomberg",24/12/2010,06:00:00,06:30:00,"Bloomberg TV takes a look back at the BP oil spill and the repercussions from the biggest such event in the US. [LMcK]",Video,BNT000004309
89,88,"Channel 4's Alternative Election...","Channel 4",06/05/2010,21:00:00,01:00:00,"...Night: A live show with David Mitchell, Jimmy Carr, Lauren Laverne and Charlie Brooker who present a night full of satire and sass, minus the staid political swing-o-meters.  [S] 2010 General Election.",Video,BNT000000089,,,
87,86,"Channel 4 News","Channel 4",07/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S] 2010 General Election.",Video,BNT000000087
95,94,"Channel 4 News","Channel 4",08/05/2010,18:00:00,19:00:00,"Channel 4 News  [S]",Video,BNT000000095
103,102,"Channel 4 News","Channel 4",10/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S] 2010 General Election.",Video,BNT000000103
109,108,"Channel 4 News","Channel 4",11/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S] Including live reporting of Gordon Brown's resgination. 2010 General Election.",Video,BNT000000109
125,124,"Channel 4 News","Channel 4",12/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000125
132,131,"Channel 4 News","Channel 4",13/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000132
158,157,"Channel 4 News","Channel 4",14/05/2010,19:00:00,19:35:00,"Includes sport and weather.  [S]",Video,BNT000000158
167,166,"Channel 4 News","Channel 4",15/05/2010,18:30:00,19:00:00,"Includes sport and weather.  [S]",Video,BNT000000167
179,178,"Channel 4 News","Channel 4",16/05/2010,18:30:00,19:00:00,"Includes sport and weather.  [S]",Video,BNT000000179
189,188,"Channel 4 News","Channel 4",17/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000189
199,198,"Channel 4 News","Channel 4",18/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000199
204,203,"Channel 4 News","Channel 4",19/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000204
220,219,"Channel 4 News","Channel 4",20/05/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000220
274,273,"Channel 4 News","Channel 4",21/05/2010,20:00:00,21:00:00,"Channel 4 News ",Video,BNT000000274
281,280,"Channel 4 News","Channel 4",22/05/2010,19:30:00,20:00:00,"Channel 4 News 18:30-19:00 - re EPG slippage",Video,BNT000000281
289,288,"The Landscape Man","Channel 4",23/05/2010,19:30:00,20:00:00,"Channel 4 News 19:30-20:00 - re EPG slippage",Video,BNT000000289
303,302,"Channel 4 News","Channel 4",24/05/2010,20:00:00,21:00:00,"Channel 4 News 19:00-20:00 re EPG slippage",Video,BNT000000303
317,316,"Channel 4 News","Channel 4",25/05/2010,20:00:00,21:00:00,"Channel 4 News 19:00-20;00 re EPG slippage",Video,BNT000000317
348,347,"Channel 4 News","Channel 4",28/05/2010,19:00:00,19:30:00,"Includes sport and weather.  [S]",Video,BNT000000348
357,356,"Channel 4 News","Channel 4",29/05/2010,18:00:00,18:20:00,"Includes sport and weather.  [S]",Video,BNT000000357
369,368,"Channel 4 News","Channel 4",30/05/2010,19:45:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000369
386,385,"Channel 4 News","Channel 4",01/06/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000386
287,286,"Channel 4 News Summary","Channel 4",01/06/2010,12:00:00,12:05:00,"Includes news headlines and weather.  [S]",Video,BNT000000287
305,304,"Channel 4 News","Channel 4",02/06/2010,19:00:00,20:00:00,"Includes sport and weather.  [S]",Video,BNT000000305
494,492,"Channel 4 News","Channel 4",10/06/2010,19:00:00,19:56:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000494
555,553,"Channel 4 News","Channel 4",11/06/2010,19:00:00,19:30:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000555
574,572,"Channel 4 News","Channel 4",12/06/2010,18:40:00,19:10:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000574
626,624,"Channel 4 News","Channel 4",15/06/2010,19:00:00,19:58:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000626
656,654,"Channel 4 News","Channel 4",16/06/2010,19:00:00,19:57:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000656
677,675,"Channel 4 News","Channel 4",17/06/2010,19:00:00,19:57:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000677
802,800,"Channel 4 News","Channel 4",30/06/2010,19:00:00,19:56:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000802
827,825,"Channel 4 News","Channel 4",02/07/2010,19:00:00,19:29:00,"Includes sport and weather.  [S] {AW]",Video,BNT000000827
836,834,"Music on 4: Barclaycard Mercury...","Channel 4",06/07/2010,11:55:00,11:59:00,"The One Where Joey Tells Rachel: A guilt-ridden Joey finally confesses his love for Rachel to a flabbergasted Ross.  [S] hemington",Video,BNT000000836
869,867,"Channel 4 News","Channel 4",13/07/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000869
879,877,"Channel 4 News","Channel 4",13/07/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000879
891,889,"Channel 4 News","Channel 4",14/07/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000891
901,899,"Channel 4 News","Channel 4",16/07/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000901
929,927,"Channel 4 News","Channel 4",17/07/2010,18:30:00,18:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000929
940,938,"Channel 4 News","Channel 4",18/07/2010,19:30:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000940
948,946,"Channel 4 News","Channel 4",19/07/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000948
962,960,"Channel 4 News","Channel 4",20/07/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000962
